"Food ID","Name","Optional Name","Description","Scientific Name","Derivation","Nitrogen Factor","Fat Factor","Specific Gravity","Sampling details","Inedible Portion","Edible Portion","Group","Sub Group","Sort Order"
"15A10152","Ipomoea Graminea, Bush Potato, Tuber","Bush Potato","Wild harvested Australian indigenous food.","Ipomoea graminea","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1281"
"15A10153","Ipomoea Graminea, Bush Potato, Tuber Cooked","Bush Potato","Wild harvested Australian indigenous food.","Ipomoea graminea","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1282"
"15A10155","Ipomoea Sp. Aff. Gracilis, Mauve Convolvulus, Root","Mauve Convolvulus","Wild harvested Australian indigenous food.","Ipomoea sp. aff. gracilis","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1283"
"15A10154","Ipomoea Sp., Yam, Tuber","Yam","Wild harvested Australian indigenous food.","Ipomoea sp.","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1284"
"15A10156","Ipomoea Velutina","","Wild harvested Australian indigenous food.","ipomoea velutina","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1285"
"15A10323","Leichhardtia Australis, Bush Banana, Green Pod","Bush Banana","Wild harvested Australian indigenous food.","Leichhardtia australis","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1286"
"15A10157","Leichhardtia Australis, Bush Banana, Leaves","Bush Banana","Wild harvested Australian indigenous food.","Leichhardtia australis","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1287"
"15A10158","Lepidium Papillosum, Leaves","","Wild harvested Australian indigenous food.","lepidium papillosum","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1288"
"15A10159","Lepidozamia Hopei, Wild Flour, Nut","Wild Flour","Wild harvested Australian indigenous food.","Lepidozamia hopei","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1289"
"15A10160","Lepidozamia Peroffskyana, Burrawang, Seed","Burrawang","Wild harvested Australian indigenous food.","Lepidozamia peroffskyana","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1290"
"15A20029","Liasis Fuscus, Water Python, Reptile","Water Python","Wild harvested Australian indigenous food.","Liasis fuscus","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1291"
"15A10473","Lime, Native, Fruit","Sunrise lime","Small, round fruit with a bitter and tart citrus flavour, light green or yellow in colour. Supplied commercially in frozen state.","","Analysed","6.25","0.800","0.000","All analyses undertaken in one 2 x 1kg sample of frozen native limes obtained in 2005. Note low sum of proximates (approximately 95 g/100 g) however the fruit is likely to contain significant levels of organic acids, which were not analysed.","Peel, seeds","72% (flesh, juice)","Indigenous Foods","","1292"
"15A10324","Linospadix Monostachyus, Walking Stick Palm, Fruit","Walking Stick Palm","Wild harvested Australian indigenous food.","Linospadix monostachyus","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1293"
"15A10161","Livistona Australis, Cabbage Tree Palm, Bud","Cabbage Tree Palm","Wild harvested Australian indigenous food.","Livistona australis","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1294"
"15A10162","Livistona Australis, Cabbage Tree Palm, Heart","Cabbage Tree Palm","Wild harvested Australian indigenous food.","Listona australis","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1295"
"15A10164","Livistona Humilis, Sand Palm, Stem Cooked","Sand Palm","Wild harvested Australian indigenous food.","Livistona humilis","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1296"
"15A10163","Livistona Humilis, Sand Palm, Stem Raw","Sand Palm","Wild harvested Australian indigenous food.","Livistona humilis","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1297"
"15A10165","Livistona Humilis, Sand Palm, Terminal Bud","Sand Palm","Wild harvested Australian indigenous food.","Livistona humilis","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1298"
"15A10166","Livistona Inermis, Fine-Leafed Fan Palm, Heart","Fine-Leaved Fan Palm","Wild harvested Australian indigenous food.","Livistona inermis","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1299"
"15A10167","Livistona Loriphylla, Palm","","Wild harvested Australian indigenous food.","Livistona loriphylla","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1300"
"15A20030","Lunella (Turbo) Cinereus, Flesh","","Wild harvested Australian indigenous food.","Lunella (turbo) cinereus","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1301"
"15A10168","Lycoperdon And Calvatia Ssp., Puff Balls, Fungas","Puff Balls","Wild harvested Australian indigenous food.","Lycoperdon and Calvatia ssp.","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1302"
"15A10169","Lysiphyllum Carronii, Bauhinia, Nectar","Bauhinia","Wild harvested Australian indigenous food.","Lysiphyllum carronii","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1303"
"15A20031","Macrobrachium Australiense, Yabbie, Flesh","Yabbie","Wild harvested Australian indigenous food.","Macrobrachium australiense","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1304"
"15A20032","Macropus Antilopinus, Antilopine Walleroo, Flesh","Antilopine Walleroo","Wild harvested Australian indigenous food.","Macropus antilopinus","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1305"
"15A20034","Macropus Antilopinus, Antilopine Walleroo, Liver","Antilopine Walleroo","Wild harvested Australian indigenous food.","Macropus antilopinus","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1306"
"15A20035","Macropus Robustus, Common Walleroo, Flesh","Common Walleroo","Wild harvested Australian indigenous food.","Macropus robustus","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1307"
"15A20037","Macropus Sp., Kangaroo, Flesh","Kangaroo","Wild harvested Australian indigenous food.","Macropus sp.","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1308"
"15A20039","Macropus Sp., Kangaroo, Heart","Kangaroo","Wild harvested Australian indigenous food.","Macropus sp.","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1309"
"15A20036","Macropus Sp., Kangaroo, Kidney","Kangaroo","Wild harvested Australian indigenous food.","Macropus sp.","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1310"
"15A20038","Macropus Sp., Kangaroo, Liver","Kangaroo","Wild harvested Australian indigenous food.","Macropus sp.","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1311"
"15A10170","Macrozamia Communis, Cycad, Nut","Cycad","Wild harvested Australian indigenous food.","Macrozamia communis","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1312"
"15A10325","Manikara Kauki, Wongi Plum, Fruit","Wongi Plum","Wild harvested Australian indigenous food.","Manikara kauki","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1313"
"15A20033","Marcropus Antilopinus, Antilopine Walleroo, Heart","Antilopine Walleroo","Wild harvested Australian indigenous food.","Macropus antilopinus","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1314"
"15A10171","Marsdenia Australis, Leaves","","Wild harvested Australian indigenous food.","Marsdenia australis","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1315"
"15A10326","Marsdenia Sp., Pith","","Wild harvested Australian indigenous food.","Marsdenia sp.","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1316"
"15A10327","Marsdenia Sp., Whole Fruit","","Wild harvested Australian indigenous food.","Marsdenia sp.","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1317"
"15A10172","Melaleuca Sp., Tea Tree, Flower","Tea Tree","Wild harvested Australian indigenous food.","Melaleuca sp.","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1318"
"15A10328","Melodinus Australis, Fruit","","Wild harvested Australian indigenous food.","Melodinus australis","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1319"
"15A40009","Melophorus Sp., Honeypot Ant, Whole Insect","Honeypot Ant","Wild harvested Australian indigenous food.","Melophorus sp.","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1320"
"15A10329","Microcitrus Australasica Var. Australis, Finger Lime, Fruit","Finger Lime","Wild harvested Australian indigenous food.","Microcitrus australasica var. australis","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1321"
"15A10330","Microcitrus Australasica Var. Sanguinus, Finger Lime, Fruit","Finger Lime","Wild harvested Australian indigenous food.","Microcitrus australasica var. sanguinus","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1322"
"15A10331","Microcitrus Australis, Finger Lime, Fruit","Finger Lime","Wild harvested Australian indigenous food.","Microcitrus australis","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1323"
"15A10173","Microseris Scapigera, Yam Daisy, Root","Yam Daisy","Wild harvested Australian indigenous food.","Microseris scapigera","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1324"
"15A10174","Microstemma Tuberosum, Flat Swamp Potato, Tuber","Flat Swamp Potato","Wild harvested Australian indigenous food.","Microstemma tuberosum","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1325"
"15A10332","Mimusops Elengi, Tanjong Tree, Fruit","Tanjong Tree","Wild harvested Australian indigenous food.","Mimusops elengi","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1326"
"15A20040","Monodonta Labio, Shellfish, Flesh","Shellfish","Wild harvested Australian indigenous food.","Monodonta labio","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1327"
"15A10333","Morinda Americana, Fruit","","Wild harvested Australian indigenous food.","Morinda americana","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1328"
"15A10334","Morinda Citrifolia, Great Morinda, Fruit","Great Morinda","Wild harvested Australian indigenous food.","Morinda citrifolia","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1329"
"15A10335","Mukia Sp., Fruit","","Wild harvested Australian indigenous food.","Mukia sp.","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1330"
"15A10175","Murdannia Graminea, Root","","Wild harvested Australian indigenous food.","Murdannia graminea","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1331"
"15A10336","Musa Acuminata, Native Banana, Fruit","Native Banana","Wild harvested Australian indigenous food.","Musa acuminata","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1332"
"15A10176","Myristica Insipida, Queensland Nutmeg, Kernel","Queensland Nutmeg","Wild harvested Australian indigenous food.","Myristica insipida","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1333"
"15A10337","Nauclea Orientalis, Leichhardt Tree, Fruit","Leichhardt Tree","Wild harvested Australian indigenous food.","Nauclea orientalis","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1334"
"15A10177","Nelumbo Nucifera, Lotus, Seed","Lotus","Wild harvested Australian indigenous food.","Nelumbo nucifera","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1335"
"15A20041","Nerita Articulata, Mangrove Snail, Flesh","Mangrove Snail","Wild harvested Australian indigenous food.","Nerita articulata","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1336"
"15A20042","Nerita Lineata, Shellfish, Flesh","Shellfish","Wild harvested Australian indigenous food.","Nerita lineata","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1337"
"15A10180","Nymphaea Gigantea, Water Lily, Bulb","Water Lily","Wild harvested Australian indigenous food.","Nymphaea gigantea","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1338"
"15A10178","Nymphaea Gigantea, Water Lily, Root","Water Lily","Wild harvested Australian indigenous food.","Nymphaea gigantea","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1339"
